Landsat Product Identifier L2,Landsat Product Identifier L1,Landsat Scene Identifier,Date Acquired,Scan Line Corrector,Collection Category,Collection Number,Sensor Mode,WRS Path,WRS Row,Full Partial Scene,Date Product Generated L2,Date Product Generated L1,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover L1,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Image Quality,Gain Change,Processing Software Version,Sun Elevation L1,Sun Azimuth L1,Gap Phase Source,Gap Phase Statistic,Data Type L2,Sensor Identifier,Satellite,Product Map Projection L2,UTM Zone,Datum,Ellipsoid,Scan Gap Interpolation,Scene Center Lat DMS,Scene Center Long DMS,Corner Upper Left Lat DMS,Corner Upper Left Long DMS,Corner Upper Right Lat DMS,Corner Upper Right Long DMS,Corner Lower Left Lat DMS,Corner Lower Left Long DMS,Corner Lower Right Lat DMS,Corner Lower Right Long DMS,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Display ID,Entity ID
LE07_L2SP_201025_20011012_20200917_02_T1,LE07_L1TP_201025_20011012_20200917_02_T1,LE72010252001285EDC00,2001/10/12,ON,T1,2,, 201, 025,FULL,2020/09/17,2020/09/17,2001-10-12 10:40:42.878803,2001-10-12 10:41:09.919116,EDC,Day,   0.00,   0.00,570,5,    4.787,    3.276,    3.490,9,N,LPGS_15.3.1c, 30.44423513, 160.85245107,,,ETM_L2SP,ETM,7,UTM,30,WGS84,WGS84,-1.0,50°16'58.80"N,0°10'45.84"W,51°16'16.32"N,1°10'22.08"W,50°52'44.40"N,1°29'51.72"E,49°39'39.24"N,1°48'54"W,49°16'54.48"N,0°46'13.80"E, 50.28300,  -0.17940, 51.27120,  -1.17280, 50.87900,   1.49770, 49.66090,  -1.81500, 49.28180,   0.77050,LE07_L2SP_201025_20011012_20200917_02_T1,LE72010252001285EDC00
LE07_L2SP_201025_20011215_20200917_02_T1,LE07_L1TP_201025_20011215_20200917_02_T1,LE72010252001349EDC00,2001/12/15,ON,T1,2,, 201, 025,FULL,2020/09/17,2020/09/17,2001-12-15 10:41:13.738624,2001-12-15 10:41:40.784936,EDC,Day,  16.00,   5.00,420,5,    5.673,    4.129,    3.891,9,N,LPGS_15.3.1c, 14.60920217, 162.34755214,,,ETM_L2SP,ETM,7,UTM,30,WGS84,WGS84,-1.0,50°16'58.80"N,0°11'22.56"W,51°16'14.88"N,1°10'59.16"W,50°52'43.68"N,1°29'12.48"E,49°39'36.72"N,1°49'37.56"W,49°16'52.32"N,0°45'28.08"E, 50.28300,  -0.18960, 51.27080,  -1.18310, 50.87880,   1.48680, 49.66020,  -1.82710, 49.28120,   0.75780,LE07_L2SP_201025_20011215_20200917_02_T1,LE72010252001349EDC00
LE07_L2SP_202024_20020328_20200916_02_T1,LE07_L1TP_202024_20020328_20200916_02_T1,LE72020242002087EDC00,2002/03/28,ON,T1,2,, 202, 024,FULL,2020/09/16,2020/09/16,2002-03-28 10:47:09.488705,2002-03-28 10:47:36.548955,EDC,Day,   0.00,   0.00,1142,5,    4.452,    3.001,    3.288,9,N,LPGS_15.3.1c, 38.37137088, 153.41495929,,,ETM_L2SP,ETM,7,UTM,30,WGS84,WGS84,-1.0,51°41'42"N,1°07'41.16"W,52°41'18.96"N,2°08'42.72"W,52°17'06.72"N,0°36'20.52"E,51°04'46.56"N,2°49'10.56"W,50°41'25.08"N,0°09'36.72"W, 51.69500,  -1.12810, 52.68860,  -2.14520, 52.28520,   0.60570, 51.07960,  -2.81960, 50.69030,  -0.16020,LE07_L2SP_202024_20020328_20200916_02_T1,LE72020242002087EDC00
LE07_L2SP_201024_20020406_20200916_02_T1,LE07_L1TP_201024_20020406_20200916_02_T1,LE72010242002096EDC00,2002/04/06,ON,T1,2,, 201, 024,FULL,2020/09/16,2020/09/16,2002-04-06 10:40:57.818518,2002-04-06 10:41:24.879456,EDC,Day,   0.00,   0.00,989,5,    4.362,    3.230,    2.931,9,N,LPGS_15.3.1c, 41.87937825, 152.96441592,,,ETM_L2SP,ETM,7,UTM,31,WGS84,WGS84,-1.0,51°41'42"N,0°24'38.88"E,52°41'08.88"N,0°36'24.84"W,52°16'57"N,2°08'38.40"E,51°04'34.68"N,1°16'51.60"W,50°41'13.92"N,1°22'42.60"E, 51.69500,   0.41080, 52.68580,  -0.60690, 52.28250,   2.14400, 51.07630,  -1.28100, 50.68720,   1.37850,LE07_L2SP_201024_20020406_20200916_02_T1,LE72010242002096EDC00
LE07_L2SP_201025_20020406_20200916_02_T1,LE07_L1TP_201025_20020406_20200916_02_T1,LE72010252002096EDC00,2002/04/06,ON,T1,2,, 201, 025,FULL,2020/09/16,2020/09/16,2002-04-06 10:41:21.704268,2002-04-06 10:41:48.765268,EDC,Day,   0.00,   0.00,654,5,    4.277,    2.885,    3.157,9,N,LPGS_15.3.1c, 42.97827079, 151.69596043,,,ETM_L2SP,ETM,7,UTM,30,WGS84,WGS84,-1.0,50°16'58.80"N,0°12'28.08"W,51°16'08.76"N,1°12'09"W,50°52'41.88"N,1°28'03"E,49°39'25.92"N,1°50'42.72"W,49°16'45.48"N,0°44'22.56"E, 50.28300,  -0.20780, 51.26910,  -1.20250, 50.87830,   1.46750, 49.65720,  -1.84520, 49.27930,   0.73960,LE07_L2SP_201025_20020406_20200916_02_T1,LE72010252002096EDC00
LE07_L2SP_202024_20020413_20211129_02_T1,LE07_L1TP_202024_20020413_20211128_02_T1,LE72020242002103NSG01,2002/04/13,ON,T1,2,SAM, 202, 024,FULL,2021/11/29,2021/11/28,2002-04-13 10:47:09.689062,2002-04-13 10:47:36.7505,NSG,Day,   1.00,   1.00,49,5,    5.001,    3.443,    3.627,9,Y,LPGS_15.5.0, 44.50418552, 152.57210062,NA,,ETM_L2SP,ETM,7,UTM,30,WGS84,WGS84,-1.0,51°41'25.48"N,1°07'46.60"W,52°40'55.88"N,2°08'47.94"W,52°16'45.91"N,0°36'13.68"E,51°04'39.43"N,2°49'06.56"W,50°41'19.82"N,0°09'33.62"W, 51.69041,  -1.12961, 52.68219,  -2.14665, 52.27942,   0.60380, 51.07762,  -2.81849, 50.68884,  -0.15934,LE07_L2SP_202024_20020413_20211129_02_T1,LE72020242002103NSG01
LE07_L2SP_201024_20020913_20200916_02_T1,LE07_L1TP_201024_20020913_20200916_02_T1,LE72010242002256SGS01,2002/09/13,ON,T1,2,, 201, 024,FULL,2020/09/16,2020/09/16,2002-09-13 10:40:03.209749,2002-09-13 10:40:30.2925,SGS,Day,   0.00,   0.00,1025,5,    4.296,    2.972,    3.102,9,N,LPGS_15.3.1c, 39.63088885, 155.60716068,,,ETM_L2SP,ETM,7,UTM,31,WGS84,WGS84,-1.0,51°41'42"N,0°21'01.08"E,52°41'14.64"N,0°40'00.12"W,52°17'07.44"N,2°05'03.12"E,51°04'50.52"N,1°20'19.32"W,50°41'33.72"N,1°19'14.52"E, 51.69500,   0.35030, 52.68740,  -0.66670, 52.28540,   2.08420, 51.08070,  -1.33870, 50.69270,   1.32070,LE07_L2SP_201024_20020913_20200916_02_T1,LE72010242002256SGS01
LE07_L2SP_201025_20020913_20200916_02_T1,LE07_L1TP_201025_20020913_20200916_02_T1,LE72010252002256SGS01,2002/09/13,ON,T1,2,, 201, 025,FULL,2020/09/16,2020/09/16,2002-09-13 10:40:27.042562,2002-09-13 10:40:54.125375,SGS,Day,   0.00,   0.00,732,5,    4.396,    3.044,    3.172,9,N,LPGS_15.3.1c, 40.77124849, 154.45305735,,,ETM_L2SP,ETM,7,UTM,30,WGS84,WGS84,-1.0,50°16'58.80"N,0°16'00.12"W,51°16'24.24"N,1°15'37.44"W,50°53'01.68"N,1°24'34.56"E,49°39'52.20"N,1°53'58.20"W,49°17'16.44"N,0°41'08.16"E, 50.28300,  -0.26670, 51.27340,  -1.26040, 50.88380,   1.40960, 49.66450,  -1.89950, 49.28790,   0.68560,LE07_L2SP_201025_20020913_20200916_02_T1,LE72010252002256SGS01
LE07_L2SP_202024_20030315_20200916_02_T1,LE07_L1TP_202024_20030315_20200916_02_T1,LE72020242003074EDC00,2003/03/15,ON,T1,2,, 202, 024,FULL,2020/09/16,2020/09/16,2003-03-15 10:47:04.525812,2003-03-15 10:47:31.632125,EDC,Day,   4.00,   3.00,932,5,    4.553,    3.124,    3.312,9,N,LPGS_15.3.1c, 33.07850553, 153.99328424,,,ETM_L2SP,ETM,7,UTM,30,WGS84,WGS84,-1.0,51°41'42"N,1°07'31.80"W,52°41'20.76"N,2°08'28.68"W,52°17'06.72"N,0°36'36.36"E,51°04'54.12"N,2°48'56.16"W,50°41'30.84"N,0°09'20.52"W, 51.69500,  -1.12550, 52.68910,  -2.14130, 52.28520,   0.61010, 51.08170,  -2.81560, 50.69190,  -0.15570,LE07_L2SP_202024_20030315_20200916_02_T1,LE72020242003074EDC00
LE07_L2SP_202024_20030416_20200916_02_T1,LE07_L1TP_202024_20030416_20200916_02_T1,LE72020242003106EDC00,2003/04/16,ON,T1,2,, 202, 024,FULL,2020/09/16,2020/09/16,2003-04-16 10:47:06.303187,2003-04-16 10:47:33.413249,EDC,Day,   0.00,   0.00,1159,5,    4.538,    3.169,    3.248,9,N,LPGS_15.3.1c, 45.50395416, 152.31582568,,,ETM_L2SP,ETM,7,UTM,30,WGS84,WGS84,-1.0,51°40'21.36"N,1°09'21.24"W,52°39'56.88"N,2°10'14.16"W,52°15'47.52"N,0°34'35.76"E,51°03'26.64"N,2°50'41.28"W,50°40'07.68"N,0°11'20.40"W, 51.67260,  -1.15590, 52.66580,  -2.17060, 52.26320,   0.57660, 51.05740,  -2.84480, 50.66880,  -0.18900,LE07_L2SP_202024_20030416_20200916_02_T1,LE72020242003106EDC00
LE07_L2SP_202024_20040301_20200915_02_T1,LE07_L1TP_202024_20040301_20200915_02_T1,LE72020242004061EDC01,2004/03/01,OFF,T1,2,, 202, 024,FULL,2020/09/15,2020/09/15,2004-03-01 10:47:29.853937,2004-03-01 10:47:56.994,EDC,Day,   2.00,   2.00,819,5,    4.846,    3.480,    3.373,9,N,LPGS_15.3.1c, 27.94071113, 154.80528214,DE, -7.033852,ETM_L2SP,ETM,7,UTM,30,WGS84,WGS84,2.0,51°40'19.56"N,1°08'04.20"W,52°40'01.92"N,2°08'57.48"W,52°15'46.80"N,0°36'01.08"E,51°03'29.16"N,2°49'29.28"W,50°40'04.80"N,0°09'59.76"W, 51.67210,  -1.13450, 52.66720,  -2.14930, 52.26300,   0.60030, 51.05810,  -2.82480, 50.66800,  -0.16660,LE07_L2SP_202024_20040301_20200915_02_T1,LE72020242004061EDC01
LE07_L2SP_202024_20060510_20200914_02_T1,LE07_L1TP_202024_20060510_20200914_02_T1,LE72020242006130EDC00,2006/05/10,OFF,T1,2,, 202, 024,FULL,2020/09/14,2020/09/14,2006-05-10 10:48:24.859062,2006-05-10 10:48:52.096562,EDC,Day,   2.00,   2.00,1046,5,    4.482,    3.103,    3.234,9,N,LPGS_15.3.1c, 53.07610883, 150.33672278,DE, 11.689844,ETM_L2SP,ETM,7,UTM,30,WGS84,WGS84,2.0,51°39'28.80"N,1°13'42.96"W,52°39'13.32"N,2°14'42.36"W,52°15'04.68"N,0°30'17.28"E,51°02'17.88"N,2°55'08.04"W,50°38'59.64"N,0°15'39.24"W, 51.65800,  -1.22860, 52.65370,  -2.24510, 52.25130,   0.50480, 51.03830,  -2.91890, 50.64990,  -0.26090,LE07_L2SP_202024_20060510_20200914_02_T1,LE72020242006130EDC00
LE07_L2SP_202024_20061102_20210519_02_T1,LE07_L1TP_202024_20061102_20210519_02_T1,LE72020242006306EDC01,2006/11/02,OFF,T1,2,SAM, 202, 024,FULL,2021/05/19,2021/05/19,2006-11-02 10:48:06.957375,2006-11-02 10:48:34.217562,EDC,Day,   1.00,   1.00,950,5,    4.707,    3.411,    3.244,9,N,LPGS_15.5.0, 22.27948262, 164.37821645,DE,  8.431721,ETM_L2SP,ETM,7,UTM,30,WGS84,WGS84,2.0,51°41'05.24"N,1°06'52.06"W,52°41'02.04"N,2°07'36.44"W,52°16'46.16"N,0°37'23.34"E,51°04'02.03"N,2°48'25.09"W,50°40'37.13"N,0°08'56.15"W, 51.68479,  -1.11446, 52.68390,  -2.12679, 52.27949,   0.62315, 51.06723,  -2.80697, 50.67698,  -0.14893,LE07_L2SP_202024_20061102_20210519_02_T1,LE72020242006306EDC01
LE07_L2SP_202024_20061118_20200913_02_T1,LE07_L1TP_202024_20061118_20200913_02_T1,LE72020242006322EDC00,2006/11/18,OFF,T1,2,, 202, 024,FULL,2020/09/13,2020/09/13,2006-11-18 10:48:19.001874,2006-11-18 10:48:46.263999,EDC,Day,   2.00,   3.00,761,5,    4.797,    3.517,    3.262,9,N,LPGS_15.3.1c, 17.77992504, 164.78612368,DE,-14.700184,ETM_L2SP,ETM,7,UTM,30,WGS84,WGS84,2.0,51°43'00.48"N,1°11'19.32"W,52°42'55.08"N,2°12'03.24"W,52°18'36.36"N,0°32'59.64"E,51°05'55.68"N,2°52'59.16"W,50°42'28.08"N,0°13'27.48"W, 51.71680,  -1.18870, 52.71530,  -2.20090, 52.31010,   0.54990, 51.09880,  -2.88310, 50.70780,  -0.22430,LE07_L2SP_202024_20061118_20200913_02_T1,LE72020242006322EDC00
LE07_L2SP_201025_20070911_20200913_02_T1,LE07_L1TP_201025_20070911_20200913_02_T1,LE72010252007254ASN00,2007/09/11,OFF,T1,2,, 201, 025,FULL,2020/09/13,2020/09/13,2007-09-11 10:42:23.679937,2007-09-11 10:42:50.433749,ASN,Day,  10.00,   5.00,435,5,    4.334,    2.904,    3.217,9,N,LPGS_15.3.1c, 41.62110861, 154.45932648,DE, 10.843256,ETM_L2SP,ETM,7,UTM,30,WGS84,WGS84,2.0,50°18'58.68"N,0°19'20.64"W,51°17'36.96"N,1°19'22.80"W,50°54'16.92"N,1°20'59.28"E,49°42'14.40"N,1°57'16.20"W,49°19'40.80"N,0°38'02.76"E, 50.31630,  -0.32240, 51.29360,  -1.32300, 50.90470,   1.34980, 49.70400,  -1.95450, 49.32800,   0.63410,LE07_L2SP_201025_20070911_20200913_02_T1,LE72010252007254ASN00
LE07_L2SP_201024_20080508_20200912_02_T1,LE07_L1TP_201024_20080508_20200912_02_T1,LE72010242008129ASN00,2008/05/08,OFF,T1,2,, 201, 024,FULL,2020/09/12,2020/09/12,2008-05-08 10:42:12.251749,2008-05-08 10:42:39.005625,ASN,Day,   0.00,   0.00,846,5,    4.517,    3.036,    3.344,9,N,LPGS_15.3.1c, 52.68381782, 150.41283751,DE, -4.746904,ETM_L2SP,ETM,7,UTM,31,WGS84,WGS84,2.0,51°38'54.96"N,0°15'25.20"E,52°37'50.88"N,0°45'55.44"W,52°13'45.84"N,1°58'59.16"E,51°02'38.76"N,1°25'35.40"W,50°39'23.40"N,1°13'54.84"E, 51.64860,   0.25700, 52.63080,  -0.76540, 52.22940,   1.98310, 51.04410,  -1.42650, 50.65650,   1.23190,LE07_L2SP_201024_20080508_20200912_02_T1,LE72010242008129ASN00
LE07_L2SP_201025_20080508_20200912_02_T1,LE07_L1TP_201025_20080508_20200912_02_T1,LE72010252008129ASN00,2008/05/08,OFF,T1,2,, 201, 025,FULL,2020/09/12,2020/09/12,2008-05-08 10:42:36.151875,2008-05-08 10:43:02.905749,ASN,Day,   1.00,   1.00,536,5,    4.456,    3.114,    3.187,9,N,LPGS_15.3.1c, 53.73718941, 148.67642807,DE,  6.885359,ETM_L2SP,ETM,7,UTM,30,WGS84,WGS84,2.0,50°14'09.96"N,0°21'36"W,51°12'47.88"N,1°21'29.88"W,50°49'27.48"N,1°18'33.84"E,49°37'24.96"N,1°59'21.84"W,49°14'50.28"N,0°35'39.84"E, 50.23610,  -0.36000, 51.21330,  -1.35830, 50.82430,   1.30940, 49.62360,  -1.98940, 49.24730,   0.59440,LE07_L2SP_201025_20080508_20200912_02_T1,LE72010252008129ASN00
LE07_L2SP_202024_20081022_20200913_02_T1,LE07_L1TP_202024_20081022_20200913_02_T1,LE72020242008296EDC00,2008/10/22,OFF,T1,2,, 202, 024,FULL,2020/09/13,2020/09/13,2008-10-22 10:47:08.952,2008-10-22 10:47:35.705874,EDC,Day,   3.00,   3.00,902,5,    4.724,    3.328,    3.352,9,N,LPGS_15.3.1c, 25.60144784, 163.16644973,DE, 14.033999,ETM_L2SP,ETM,7,UTM,30,WGS84,WGS84,2.0,51°43'57"N,1°10'41.16"W,52°43'05.88"N,2°11'50.64"W,52°18'47.52"N,0°33'20.16"E,51°07'55.92"N,2°51'55.08"W,50°44'27.96"N,0°12'10.08"W, 51.73250,  -1.17810, 52.71830,  -2.19740, 52.31320,   0.55560, 51.13220,  -2.86530, 50.74110,  -0.20280,LE07_L2SP_202024_20081022_20200913_02_T1,LE72020242008296EDC00
LE07_L2SP_202024_20110929_20210518_02_T1,LE07_L1TP_202024_20110929_20210518_02_T1,LE72020242011272EDC03,2011/09/29,OFF,T1,2,BUMPER, 202, 024,FULL,2021/05/18,2021/05/18,2011-09-29 10:51:35.98975,2011-09-29 10:52:02.743625,EDC,Day,   0.00,   0.00,1133,5,    4.378,    3.006,    3.183,9,N,LPGS_15.5.0, 34.30808538, 160.79044501,DE,-10.101852,ETM_L2SP,ETM,7,UTM,30,WGS84,WGS84,2.0,51°41'26.56"N,1°07'18.95"W,52°40'21.86"N,2°08'39.37"W,52°16'13.12"N,0°36'25.85"E,51°05'10.50"N,2°48'28.51"W,50°41'51.79"N,0°08'48.48"W, 51.69071,  -1.12193, 52.67274,  -2.14427, 52.27031,   0.60718, 51.08625,  -2.80792, 50.69772,  -0.14680,LE07_L2SP_202024_20110929_20210518_02_T1,LE72020242011272EDC03
LE07_L2SP_201024_20121111_20210519_02_T1,LE07_L1TP_201024_20121111_20210519_02_T1,LE72010242012316ASN01,2012/11/11,OFF,T1,2,BUMPER, 201, 024,FULL,2021/05/19,2021/05/19,2012-11-11 10:48:04.381375,2012-11-11 10:48:31.13525,ASN,Day,   0.00,   0.00,729,5,    5.361,    4.263,    3.251,9,N,LPGS_15.5.0, 19.72585079, 166.34949254,DE, 12.904750,ETM_L2SP,ETM,7,UTM,31,WGS84,WGS84,2.0,51°41'08.38"N,0°28'32.88"E,52°40'15.06"N,0°32'36.56"W,52°16'02.35"N,2°12'21.02"E,51°05'04.78"N,1°12'34.56"W,50°41'42.04"N,1°26'58.56"E, 51.68566,   0.47580, 52.67085,  -0.54349, 52.26732,   2.20584, 51.08466,  -1.20960, 50.69501,   1.44960,LE07_L2SP_201024_20121111_20210519_02_T1,LE72010242012316ASN01
LE07_L2SP_202024_20121118_20210519_02_T1,LE07_L1TP_202024_20121118_20210519_02_T1,LE72020242012323EDC01,2012/11/18,OFF,T1,2,BUMPER, 202, 024,FULL,2021/05/19,2021/05/19,2012-11-18 10:54:19.448812,2012-11-18 10:54:46.202688,EDC,Day,   1.00,   1.00,807,5,    5.768,    4.656,    3.405,9,N,LPGS_15.5.0, 17.92595550, 166.34868382,DE, -7.579049,ETM_L2SP,ETM,7,UTM,30,WGS84,WGS84,2.0,51°41'10.54"N,1°04'50.92"W,52°40'05.52"N,2°06'02.12"W,52°15'53.06"N,0°38'56.69"E,51°04'53.69"N,2°46'03.76"W,50°41'31.27"N,0°06'29.56"W, 51.68626,  -1.08081, 52.66820,  -2.10059, 52.26474,   0.64908, 51.08158,  -2.76771, 50.69202,  -0.10821,LE07_L2SP_202024_20121118_20210519_02_T1,LE72020242012323EDC01
LE07_L2SP_201024_20130420_20200907_02_T1,LE07_L1TP_201024_20130420_20200907_02_T1,LE72010242013110ASN00,2013/04/20,OFF,T1,2,BUMPER, 201, 024,FULL,2020/09/07,2020/09/07,2013-04-20 10:48:06.740062,2013-04-20 10:48:33.493937,ASN,Day,   0.00,   1.00,843,5,    4.344,    3.205,    2.933,9,N,LPGS_15.3.1c, 47.60660168, 154.57639516,DE, 15.518309,ETM_L2SP,ETM,7,UTM,31,WGS84,WGS84,2.0,51°41'24.61"N,0°27'04.10"E,52°40'16"N,0°34'13.66"W,52°16'06.82"N,2°10'49.62"E,51°05'04.67"N,1°14'09.53"W,50°41'45.89"N,1°25'28.88"E, 51.69017,   0.45114, 52.67111,  -0.57046, 52.26856,   2.18045, 51.08463,  -1.23598, 50.69608,   1.42469,LE07_L2SP_201024_20130420_20200907_02_T1,LE72010242013110ASN00
LE07_L2SP_201025_20130420_20200907_02_T1,LE07_L1TP_201025_20130420_20200907_02_T1,LE72010252013110ASN00,2013/04/20,OFF,T1,2,BUMPER, 201, 025,FULL,2020/09/07,2020/09/07,2013-04-20 10:48:30.568874,2013-04-20 10:48:57.322749,ASN,Day,   6.00,   4.00,535,5,    4.359,    3.061,    3.104,9,N,LPGS_15.3.1c, 48.72645352, 153.14787780,DE, -2.800266,ETM_L2SP,ETM,7,UTM,30,WGS84,WGS84,2.0,50°16'42.46"N,0°09'59.83"W,51°15'28.80"N,1°09'55.08"W,50°52'04.69"N,1°30'17.53"E,49°40'09.48"N,1°47'49.67"W,49°17'31.42"N,0°47'20.80"E, 50.27846,  -0.16662, 51.25800,  -1.16530, 50.86797,   1.50487, 49.66930,  -1.79713, 49.29206,   0.78911,LE07_L2SP_201025_20130420_20200907_02_T1,LE72010252013110ASN00
LE07_L2SP_201025_20130709_20200907_02_T1,LE07_L1TP_201025_20130709_20200907_02_T1,LE72010252013190ASN00,2013/07/09,OFF,T1,2,BUMPER, 201, 025,FULL,2020/09/07,2020/09/07,2013-07-09 10:47:58.795624,2013-07-09 10:48:25.549437,ASN,Day,   0.00,   0.00,436,5,    5.026,    3.247,    3.837,9,N,LPGS_15.3.1c, 58.15558055, 144.31049820,DE, -3.173139,ETM_L2SP,ETM,7,UTM,30,WGS84,WGS84,2.0,50°16'44.40"N,0°09'53.06"W,51°15'30.17"N,1°09'46.80"W,50°52'07.46"N,1°30'22.25"E,49°40'06.49"N,1°47'43.22"W,49°17'29.18"N,0°47'23.60"E, 50.27900,  -0.16474, 51.25838,  -1.16300, 50.86874,   1.50618, 49.66847,  -1.79534, 49.29144,   0.78989,LE07_L2SP_201025_20130709_20200907_02_T1,LE72010252013190ASN00
LE07_L2SP_201025_20140101_20200906_02_T2,LE07_L1GT_201025_20140101_20200906_02_T2,LE72010252014001EDC00,2014/01/01,OFF,T2,2,BUMPER, 201, 025,FULL,2020/09/06,2020/09/06,2014-01-01 10:49:00.629562,2014-01-01 10:49:27.383499,EDC,Day,   0.00,   0.00,-1,-1,,,,9,N,LPGS_15.3.1c, 14.87970939, 162.17518098,DE, 15.846970,ETM_L2SP,ETM,7,UTM,30,WGS84,WGS84,2.0,50°16'28.85"N,0°09'35.82"W,51°15'13.25"N,1°09'28.55"W,50°51'46.40"N,1°30'38.77"E,49°39'53.57"N,1°47'28.32"W,49°17'12.77"N,0°47'37.03"E, 50.27468,  -0.15995, 51.25368,  -1.15793, 50.86289,   1.51077, 49.66488,  -1.79120, 49.28688,   0.79362,LE07_L2SP_201025_20140101_20200906_02_T2,LE72010252014001EDC00
LE07_L2SP_202024_20160505_20200902_02_T1,LE07_L1TP_202024_20160505_20200902_02_T1,LE72020242016126NSG00,2016/05/05,OFF,T1,2,BUMPER, 202, 024,FULL,2020/09/02,2020/09/02,2016-05-05 11:00:44.405375,2016-05-05 11:01:11.159312,NSG,Day,   1.00,   1.00,989,5,    4.531,    3.165,    3.243,9,N,LPGS_15.3.1c, 52.79118730, 155.74895400,DE, -6.006537,ETM_L2SP,ETM,7,UTM,30,WGS84,WGS84,2.0,51°41'11.83"N,1°04'34.28"W,52°40'16.93"N,2°05'40.99"W,52°16'05.66"N,0°39'13.61"E,51°05'05.86"N,2°45'39.42"W,50°41'44.59"N,0°06'09.47"W, 51.68662,  -1.07619, 52.67137,  -2.09472, 52.26824,   0.65378, 51.08496,  -2.76095, 50.69572,  -0.10263,LE07_L2SP_202024_20160505_20200902_02_T1,LE72020242016126NSG00
LE07_L2SP_202024_20161129_20201008_02_T1,LE07_L1TP_202024_20161129_20201008_02_T1,LE72020242016334NSG00,2016/11/29,OFF,T1,2,BUMPER, 202, 024,FULL,2020/10/08,2020/10/08,2016-11-29 11:00:52.009187,2016-11-29 11:01:18.763124,NSG,Day,   2.00,   2.00,576,5,    5.183,    3.860,    3.459,9,N,LPGS_15.3.1c, 15.84834226, 167.48268309,DE, -7.173505,ETM_L2SP,ETM,7,UTM,30,WGS84,WGS84,2.0,51°41'23.42"N,1°06'33.91"W,52°40'17.58"N,2°07'53.83"W,52°16'08.58"N,0°37'08.40"E,51°05'06.32"N,2°47'44.27"W,50°41'47.26"N,0°08'07.08"W, 51.68984,  -1.10942, 52.67155,  -2.13162, 52.26905,   0.61900, 51.08509,  -2.79563, 50.69646,  -0.13530,LE07_L2SP_202024_20161129_20201008_02_T1,LE72020242016334NSG00
LE07_L2SP_201025_20170618_20210519_02_T1,LE07_L1TP_201025_20170618_20210519_02_T1,LE72010252017169NSG01,2017/06/18,OFF,T1,2,BUMPER, 201, 025,FULL,2021/05/19,2021/05/19,2017-06-18 10:55:11.743375,2017-06-18 10:55:38.497375,NSG,Day,  15.00,   4.00,332,5,    5.369,    3.540,    4.036,9,N,LPGS_15.5.0, 60.17576229, 148.13982537,DE, -1.402424,ETM_L2SP,ETM,7,UTM,30,WGS84,WGS84,2.0,50°16'32.12"N,0°10'46.99"W,51°15'23.62"N,1°10'36.70"W,50°51'57.53"N,1°29'32.32"E,49°40'01.42"N,1°48'36.94"W,49°17'21.23"N,0°46'30.07"E, 50.27559,  -0.17972, 51.25656,  -1.17686, 50.86598,   1.49231, 49.66706,  -1.81026, 49.28923,   0.77502,LE07_L2SP_201025_20170618_20210519_02_T1,LE72010252017169NSG01
LE07_L2SP_201024_20170922_20200831_02_T1,LE07_L1TP_201024_20170922_20200831_02_T1,LE72010242017265NSG00,2017/09/22,OFF,T1,2,BUMPER, 201, 024,FULL,2020/08/31,2020/08/31,2017-09-22 10:54:45.094874,2017-09-22 10:55:11.848812,NSG,Day,   5.00,   5.00,629,5,    4.480,    3.211,    3.124,9,N,LPGS_15.3.1c, 37.12141960, 162.35836430,DE, -8.397156,ETM_L2SP,ETM,7,UTM,31,WGS84,WGS84,2.0,51°41'20.90"N,0°26'40.52"E,52°40'27.44"N,0°34'27.77"W,52°16'18.05"N,2°10'32.34"E,51°05'14.17"N,1°14'25.48"W,50°41'54.46"N,1°25'09.62"E, 51.68914,   0.44459, 52.67429,  -0.57438, 52.27168,   2.17565, 51.08727,  -1.24041, 50.69846,   1.41934,LE07_L2SP_201024_20170922_20200831_02_T1,LE72010242017265NSG00
LE07_L2SP_201024_20180418_20210519_02_T1,LE07_L1TP_201024_20180418_20210519_02_T1,LE72010242018108NSG01,2018/04/18,OFF,T1,2,BUMPER, 201, 024,FULL,2021/05/19,2021/05/19,2018-04-18 10:52:51.757,2018-04-18 10:53:18.510937,NSG,Day,   2.00,   1.00,634,5,    4.248,    3.151,    2.849,9,N,LPGS_15.5.0, 47.13246179, 156.31654511,DE,-10.619670,ETM_L2SP,ETM,7,UTM,31,WGS84,WGS84,2.0,51°41'40.45"N,0°25'01.16"E,52°40'38.68"N,0°36'13.50"W,52°16'34.90"N,2°08'44.27"E,51°05'23.64"N,1°16'01.31"W,50°42'09.61"N,1°23'31.27"E, 51.69457,   0.41699, 52.67741,  -0.60375, 52.27636,   2.14563, 51.08990,  -1.26703, 50.70267,   1.39202,LE07_L2SP_201024_20180418_20210519_02_T1,LE72010242018108NSG01
